station;phenomenon;uom;timestart;timeend;value
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T12:31:54.000+02:00;16.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T12:51:54.000+02:00;16.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T13:13:04.000+02:00;16.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T14:01:56.000+02:00;17.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T14:21:56.000+02:00;18.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T15:06:15.000+02:00;19.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T15:13:04.000+02:00;19.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T15:21:56.000+02:00;19.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T16:06:15.000+02:00;20.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T16:11:57.000+02:00;20.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T16:31:55.000+02:00;20.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T16:51:57.000+02:00;20.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T17:43:05.000+02:00;20.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T17:51:55.000+02:00;20.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T18:31:55.000+02:00;20.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T18:51:55.000+02:00;20.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T19:31:55.000+02:00;20.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T20:11:55.000+02:00;19.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T20:21:55.000+02:00;19.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T20:41:55.000+02:00;18.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T21:13:05.000+02:00;17.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T21:43:03.000+02:00;17
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T22:06:13.000+02:00;16.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T22:11:57.000+02:00;16.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T22:36:15.000+02:00;16.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T22:51:57.000+02:00;16.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T23:13:05.000+02:00;16.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-23T23:51:57.000+02:00;16.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T00:31:55.000+02:00;15.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T00:41:55.000+02:00;15.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T00:51:55.000+02:00;15
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T01:21:55.000+02:00;14.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T01:43:03.000+02:00;14.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T02:06:13.000+02:00;14.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T02:31:56.000+02:00;13.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T02:51:56.000+02:00;13.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T03:01:56.000+02:00;13.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T03:21:56.000+02:00;13.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T03:51:56.000+02:00;13.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T04:11:56.000+02:00;12.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T04:21:56.000+02:00;12.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T05:13:04.000+02:00;12.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T05:31:56.000+02:00;12.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T05:41:56.000+02:00;12.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T06:11:56.000+02:00;11.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T06:41:56.000+02:00;11.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T07:13:04.000+02:00;11.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T07:31:56.000+02:00;11.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T07:43:04.000+02:00;11.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T08:13:04.000+02:00;11.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T08:31:56.000+02:00;12.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T09:01:56.000+02:00;12.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T09:13:04.000+02:00;13.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T10:01:56.000+02:00;13.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T10:13:04.000+02:00;14.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T10:31:57.000+02:00;14.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T11:01:56.000+02:00;15.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T11:43:04.000+02:00;15.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T12:13:04.000+02:00;16.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T12:21:56.000+02:00;16.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T12:31:56.000+02:00;16.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T13:01:57.000+02:00;17.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T13:21:57.000+02:00;16.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T13:51:57.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T14:21:57.000+02:00;18
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T14:41:57.000+02:00;18.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T14:51:57.000+02:00;18.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T15:31:57.000+02:00;18.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T15:43:05.000+02:00;18.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T16:36:15.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T16:51:57.000+02:00;17.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T17:21:57.000+02:00;18.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T17:43:05.000+02:00;17.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T18:21:57.000+02:00;13
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T18:41:57.000+02:00;13.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T19:11:57.000+02:00;14.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T19:31:55.000+02:00;14.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T19:51:55.000+02:00;14.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T20:01:57.000+02:00;14.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T20:31:55.000+02:00;14.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T20:43:05.000+02:00;14.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T21:21:57.000+02:00;10.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T21:31:57.000+02:00;10.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T22:11:57.000+02:00;10.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T22:21:57.000+02:00;10.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T22:51:57.000+02:00;10.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T23:13:05.000+02:00;10.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-24T23:31:55.000+02:00;10.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T00:06:16.000+02:00;10.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T00:21:58.000+02:00;10.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T00:31:56.000+02:00;10.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T00:51:56.000+02:00;9.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T01:13:04.000+02:00;9.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T01:36:16.000+02:00;9.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T01:51:58.000+02:00;9.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T02:02:00.000+02:00;9.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T02:21:58.000+02:00;9.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T03:06:16.000+02:00;8.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T03:13:06.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T03:51:56.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T04:01:56.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T04:43:04.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T04:51:56.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T05:13:06.000+02:00;8.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T05:43:06.000+02:00;8.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T05:51:58.000+02:00;8.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T06:41:56.000+02:00;8.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T07:06:17.000+02:00;8.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T07:21:58.000+02:00;8.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T07:51:56.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T08:11:56.000+02:00;8.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T08:21:56.000+02:00;8.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T09:01:56.000+02:00;10.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T09:31:56.000+02:00;11.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T09:43:04.000+02:00;11.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T10:01:56.000+02:00;12.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T10:21:56.000+02:00;12.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T11:11:57.000+02:00;14.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T11:43:05.000+02:00;14.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T12:01:57.000+02:00;14.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T12:43:05.000+02:00;15.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T12:51:57.000+02:00;15.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T13:06:15.000+02:00;15.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T13:51:57.000+02:00;16.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T14:13:05.000+02:00;16.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T15:01:57.000+02:00;17.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T15:13:05.000+02:00;17.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T15:51:57.000+02:00;15.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T16:01:57.000+02:00;15.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T16:51:57.000+02:00;16.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T17:01:57.000+02:00;16.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T17:13:05.000+02:00;16.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T17:51:57.000+02:00;17.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T18:01:57.000+02:00;17.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T18:13:05.000+02:00;17.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T18:43:05.000+02:00;17.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T18:51:57.000+02:00;17.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T19:31:57.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T19:43:05.000+02:00;16.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T19:51:57.000+02:00;16.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T20:31:57.000+02:00;16.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T20:41:57.000+02:00;16.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T21:01:57.000+02:00;15.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T21:43:06.000+02:00;14.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T21:51:58.000+02:00;13.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T22:21:58.000+02:00;13.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T22:43:06.000+02:00;13.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T23:06:16.000+02:00;12.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T23:31:58.000+02:00;13.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-25T23:51:58.000+02:00;13
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T00:21:58.000+02:00;12.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T00:31:56.000+02:00;12.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T00:43:06.000+02:00;12.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T01:11:56.000+02:00;12.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T01:43:06.000+02:00;11.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T01:51:58.000+02:00;11.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T02:31:58.000+02:00;11.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T02:41:58.000+02:00;10.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T03:36:16.000+02:00;10.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T04:01:58.000+02:00;10.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T04:36:16.000+02:00;10.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T04:43:06.000+02:00;10.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T04:51:58.000+02:00;10.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T05:31:58.000+02:00;11.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T05:41:58.000+02:00;11.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T05:51:56.000+02:00;11.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T06:36:16.000+02:00;11.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T06:51:58.000+02:00;11.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T07:21:58.000+02:00;11.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T07:51:56.000+02:00;11.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T08:01:56.000+02:00;11.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T08:21:57.000+02:00;11.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T09:06:17.000+02:00;13.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T09:21:57.000+02:00;14.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T09:31:57.000+02:00;15.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T09:51:57.000+02:00;15
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T10:21:59.000+02:00;15.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T10:31:59.000+02:00;15.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T10:43:05.000+02:00;15.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T11:36:17.000+02:00;15.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T11:41:59.000+02:00;15.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T12:36:15.000+02:00;15.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T12:41:57.000+02:00;14.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T13:06:17.000+02:00;13.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T13:41:57.000+02:00;13.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T14:01:57.000+02:00;13.5
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T14:13:05.000+02:00;13.4
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T14:51:59.000+02:00;12.9
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T15:01:57.000+02:00;13
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T15:31:59.000+02:00;13.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T15:43:05.000+02:00;13.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T15:51:59.000+02:00;13.1
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T16:36:17.000+02:00;13.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T16:43:05.000+02:00;13.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T16:51:57.000+02:00;14
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T17:21:57.000+02:00;14.8
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T18:01:57.000+02:00;15.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T18:13:05.000+02:00;15.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T19:01:58.000+02:00;16.2
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T19:21:58.000+02:00;16.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T20:01:56.000+02:00;17
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T20:31:58.000+02:00;17.3
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T21:11:58.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T21:21:58.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T21:43:06.000+02:00;17.7
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T22:01:58.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T22:43:06.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T22:51:58.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T23:06:16.000+02:00;17.6
Weather_Station_ID_1;Temperature_C;Celsius;null;2018-08-26T23:31:58.000+02:00;17.2
